"review.id","review.review_data","review.rating","review.title","review.review","review.verified_purchase","product.position.page","product.position.position","product.position.global_position","product.asin","product.keyword","product.price.discounted","product.price.current_price","product.price.currency","product.price.before_price","product.price.savings_amount","product.price.savings_percent","product.reviews.total_reviews","product.reviews.rating","product.url","product.score","product.sponsored","product.amazonChoice","product.bestSeller","product.amazonPrime","product.title","product.thumbnail"
"R1DR8DOI4KGQOY","Reviewed in the United States on October 22, 2021",1,"Seemed okay but trash","When I first got these 2.5 weeks ago the sound was decent. I say decent because I have a bluetooth headset I use when I’m not streaming that sounds WAY better and is WAY more comfortable.These after 2.5 weeks sound distorted and static in the background.I’m EXTREMELY disappointed and would not recommend getting these!",true,1,1,"11","B07FZVXS8H","steelseries arctis",true,132.11,"USD",169.99,37.88,22.28,35288,4.5,"https://www.amazon.com/dp/B07FZVXS8H","158796.00",false,true,false,false,"Sponsored Ad - SteelSeries Arctis 7 - Lossless Wireless Gaming Headset with DTS Headphone: X v2.0 Surround - for PC and Pl...","https://m.media-amazon.com/images/I/81pCpKFjBZL._AC_UY218_.jpg"
"R2MVHZHK8089AK","Reviewed in the United States on October 21, 2021",5,"Super comfortable, great sound quality, relatively easy to set up.","I'm so glad I decided to just shell out the extra money for a good headset. Steelseries engine has preset equalizers. one is Flat, one is Voice, they sound like shit, as expected. but man, when you set the equalizer to Music? shiiiiiiiiiiit. these things sound incredible when you have some spotify blasting. just out of the box they sound good. but downloading the engine and trying different presets is nice.they're also super comfortable. the velcro makes it weird trying to find the right fit but it only takes 2 minutes of fidgeting around to find it. if that. the earpads are crazy soft and squishy, they feel great. I wear glasses too. no problem. they might feel weird at first, you just have to find the right fit with the velcro. they sit on your head and around your ears so seamlessly.the mic is basically what you would expect from a headset. it doesn't sound incredible but it's good for what you pay for. it's better than most i've heard.has a volume scroll wheel on the left ear to raise or lower your volume. very nice.its great,buy it.",true,1,1,"11","B07FZVXS8H","steelseries arctis",true,132.11,"USD",169.99,37.88,22.28,35288,4.5,"https://www.amazon.com/dp/B07FZVXS8H","158796.00",false,true,false,false,"Sponsored Ad - SteelSeries Arctis 7 - Lossless Wireless Gaming Headset with DTS Headphone: X v2.0 Surround - for PC and Pl...","https://m.media-amazon.com/images/I/81pCpKFjBZL._AC_UY218_.jpg"
"R343ITXORZX0I3","Reviewed in the United States on October 21, 2021",3,"Sounds great, crap mic","Tried these out and although they have FANTASTIC sound quality the mic is trash. First off, it doesn't hold its position very well. It doesn't help that you basically have to swallow it for someone to hear your voice in a chat, either.",true,1,1,"11","B07FZVXS8H","steelseries arctis",true,132.11,"USD",169.99,37.88,22.28,35288,4.5,"https://www.amazon.com/dp/B07FZVXS8H","158796.00",false,true,false,false,"Sponsored Ad - SteelSeries Arctis 7 - Lossless Wireless Gaming Headset with DTS Headphone: X v2.0 Surround - for PC and Pl...","https://m.media-amazon.com/images/I/81pCpKFjBZL._AC_UY218_.jpg"
"R1YLZCDDG5I95S","Reviewed in the United States on October 21, 2021",5,"Best headset I've ever had.","I purchased this headset with a big leap of faith, and I've not been disappointed. I used to go through a new wired headset every year, and because of that, I decided to give this a try despite the vastly increased price point. To begin with, the sound quality of this headset is phenomenal and easily the same as the wired headsets that I've had in the past. Further, the headset is incredibly comfortable and I've sometimes forgotten that I've still got it on when I take a break after a long gaming session. Truly a product that I would recommend to friends and family if you can afford it.",true,1,1,"11","B07FZVXS8H","steelseries arctis",true,132.11,"USD",169.99,37.88,22.28,35288,4.5,"https://www.amazon.com/dp/B07FZVXS8H","158796.00",false,true,false,false,"Sponsored Ad - SteelSeries Arctis 7 - Lossless Wireless Gaming Headset with DTS Headphone: X v2.0 Surround - for PC and Pl...","https://m.media-amazon.com/images/I/81pCpKFjBZL._AC_UY218_.jpg"
"RUAJPIR4AMTVS","Reviewed in the United States on October 20, 2021",5,"Pleasantly surprised!","I was skeptical at first but I did a lot of YouTube research and these are the ones for me… plus you get a lot of bang for your buck!",true,1,1,"11","B07FZVXS8H","steelseries arctis",true,132.11,"USD",169.99,37.88,22.28,35288,4.5,"https://www.amazon.com/dp/B07FZVXS8H","158796.00",false,true,false,false,"Sponsored Ad - SteelSeries Arctis 7 - Lossless Wireless Gaming Headset with DTS Headphone: X v2.0 Surround - for PC and Pl...","https://m.media-amazon.com/images/I/81pCpKFjBZL._AC_UY218_.jpg"
"R2WUKO2S8EITQF","Reviewed in the United States on October 20, 2021",4,"Great product but...","I love this headset as one of the best if not the best headset I have bought to date.My only real complaint is that the cable hangs right over your shoulder.This is not typically unusual or a problem but after some time, because of it rubbing on my shoulder or me angling my head so it does that the cable got damaged.Bought a new cable recently off the steelseries website but I am not having much luck with it still.",true,1,1,"11","B07FZVXS8H","steelseries arctis",true,132.11,"USD",169.99,37.88,22.28,35288,4.5,"https://www.amazon.com/dp/B07FZVXS8H","158796.00",false,true,false,false,"Sponsored Ad - SteelSeries Arctis 7 - Lossless Wireless Gaming Headset with DTS Headphone: X v2.0 Surround - for PC and Pl...","https://m.media-amazon.com/images/I/81pCpKFjBZL._AC_UY218_.jpg"
"R3MGC10FECYD05","Reviewed in the United States on October 20, 2021",5,"Amazing Headset!","This headset is one of the best that I have ever bought in my many years of gaming. The design itself with the elastic strap is extremely comfortable for any head shape so anyone that comes over can enjoy these! The ability to change the amount of game vs chat volume is also something I never thought I would use but it is surprisingly cool especially when using apps like Discord. I would highly recommend these headphones to anyone looking for great quality for a rather reasonable price!!!",true,1,1,"11","B07FZVXS8H","steelseries arctis",true,132.11,"USD",169.99,37.88,22.28,35288,4.5,"https://www.amazon.com/dp/B07FZVXS8H","158796.00",false,true,false,false,"Sponsored Ad - SteelSeries Arctis 7 - Lossless Wireless Gaming Headset with DTS Headphone: X v2.0 Surround - for PC and Pl...","https://m.media-amazon.com/images/I/81pCpKFjBZL._AC_UY218_.jpg"
"R21M9L0ZG17FJV","Reviewed in the United States on October 20, 2021",1,"Literal garbage, don't waste your money","The headset would not charge no matter what I did. I followed everything their tech support said to try them went through their VERY tedious process to get a replacement. The new headset also won't charge and now I can't get a working headset and I can't get a refund. If you buy this you're gambling your money away.",true,1,1,"11","B07FZVXS8H","steelseries arctis",true,132.11,"USD",169.99,37.88,22.28,35288,4.5,"https://www.amazon.com/dp/B07FZVXS8H","158796.00",false,true,false,false,"Sponsored Ad - SteelSeries Arctis 7 - Lossless Wireless Gaming Headset with DTS Headphone: X v2.0 Surround - for PC and Pl...","https://m.media-amazon.com/images/I/81pCpKFjBZL._AC_UY218_.jpg"
"RBIISNKF02Y2V","Reviewed in the United States on October 20, 2021",5,"Great Headset!!","This is a great quality headset and performs excellent, especially for the price! Personally I use the headset for gaming, as soon as I put this headset on my performance improved just because of the sound quality! Definitely recommend this headset, don’t hesitate to buy!",true,1,1,"11","B07FZVXS8H","steelseries arctis",true,132.11,"USD",169.99,37.88,22.28,35288,4.5,"https://www.amazon.com/dp/B07FZVXS8H","158796.00",false,true,false,false,"Sponsored Ad - SteelSeries Arctis 7 - Lossless Wireless Gaming Headset with DTS Headphone: X v2.0 Surround - for PC and Pl...","https://m.media-amazon.com/images/I/81pCpKFjBZL._AC_UY218_.jpg"
"R263453FD2N1NA","Reviewed in the United States on October 19, 2021",3,"Mediocre pricey headset","I picked these up to replace a broken pair of Turtle beach Stealth 520s.The 520s were cheap <$100 and did the job as intended.Honestly I would prefer to go back with them,and not this Artis 7 headset.My biggest gripe is that I cannot use the headset to control Chat and Audio separately,You need to use the PlayStation console to do this,and its annoying as Heck!That feature alone makes the cheaper Turtle beach headset dominate these things.Another point of contention is how long you need to push the power button down to turn them on..Literally 4 Mississippi's before they beep and power up.The instructions say that you need to hold the power button down for 5 seconds to pair it,beware.... it has gone into that mode rather then turn on a few times.Sound quality is passable but not exceptional or worth noting and at this price point its disappointing.Positives..They fit better then the Stealth 520sbut are actually abit heavier,will need to see how they sit on the long term.Battery life so far is good on par with my old set,microphone is overly complicated and cannot be removed from the headset.Not a big deal,but worth noting.Summary...Mediocre pricey headset..They do nothing outstanding,and controlling audio is super annoying with these.Sound quality is good but not great,Noise cancelling is non existent.I use for gaming,would not recommend these for any audiophiles.Wired headsets on the cheap end perform better.",true,1,1,"11","B07FZVXS8H","steelseries arctis",true,132.11,"USD",169.99,37.88,22.28,35288,4.5,"https://www.amazon.com/dp/B07FZVXS8H","158796.00",false,true,false,false,"Sponsored Ad - SteelSeries Arctis 7 - Lossless Wireless Gaming Headset with DTS Headphone: X v2.0 Surround - for PC and Pl...","https://m.media-amazon.com/images/I/81pCpKFjBZL._AC_UY218_.jpg"
