"title","description","feature_bullets","variants","categories","asin","url","reviews.total_reviews","reviews.rating","reviews.answered_questions","item_available","price.symbol","price.currency","price.current_price","price.discounted","price.before_price","price.savings_amount","price.savings_percent","bestsellers_rank","main_image","total_images","images","total_videos","videos","delivery_message","product_information.dimensions","product_information.weight","product_information.available_from","product_information.available_from_utc","product_information.available_for_months","product_information.available_for_days","product_information.manufacturer","product_information.model_number","product_information.department","product_information.sold_by","product_information.fulfilled_by","product_information.qty_per_order","product_information.store_id","product_information.brand","badges.amazon_сhoice","badges.amazon_prime","sponsored_products","also_bought","other_sellers"
"Xbox Wireless Controller - White","<p><b>The best controller just got even better</b></p> <p>Experience the enhanced comfort and feel of the new Xbox Wireless Controller, featuring a sleek, streamlined design and textured grip. Enjoy custom button mapping and up to twice the wireless range. Plug in any compatible headset with the 3.5mm stereo headset jack. And with Bluetooth&reg; technology, play your favorite games on Windows 10 PC and tablets.</p>","[""Compatible with Xbox One X, Xbox One S, Xbox One and Windows 10"",""Includes Bluetooth technology for gaming on Windows 10 PCs and tablets"",""Stay on target with textured grip"",""Get up to twice the wireless range compared to previous Xbox One controller (tested using the Xbox One S console)"",""Experience the enhanced comfort and feel of the new Xbox wireless controller""]","[]","[{""category"":""Video Games"",""url"":""https://www.amazon.com/computer-video-games-hardware-accessories/b/ref=dp_bc_aui_C_1/138-8141116-9059116?ie=UTF8&node=468642""},{""category"":""Xbox One"",""url"":""https://www.amazon.com/Xbox-One-Games-Consoles-Accessories-Hardware/b/ref=dp_bc_aui_C_2/138-8141116-9059116?ie=UTF8&node=6469269011""},{""category"":""Accessories"",""url"":""https://www.amazon.com/Xbox-One-Hardware-Accessories/b/ref=dp_bc_aui_C_3/138-8141116-9059116?ie=UTF8&node=6469270011""},{""category"":""Controllers"",""url"":""https://www.amazon.com/Xbox-One-Controllers/b/ref=dp_bc_aui_C_4/138-8141116-9059116?ie=UTF8&node=6469279011""},{""category"":""Gamepads & Standard Controllers"",""url"":""https://www.amazon.com/b/ref=dp_bc_aui_C_5/138-8141116-9059116?ie=UTF8&node=6469282011""}]","B01GW3H3U8","https://www.amazon.com/dp/B01GW3H3U8",27454,"4.6",0,true,"$","USD",79.95,false,79.95,0,0,"[{""rank"":1821,""category"":""Video Games"",""link"":""https://www.amazon.com/gp/bestsellers/videogames/ref=pd_zg_ts_videogames""},{""rank"":17,""category"":""Xbox One Gamepads & Standard Controllers"",""link"":""https://www.amazon.com/gp/bestsellers/videogames/6469282011/ref=pd_zg_hrsr_videogames""}]","https://m.media-amazon.com/images/I/41iQlt6ZBLL._AC_SY879_.jpg",6,"[""https://m.media-amazon.com/images/I/41iQlt6ZBLL._AC_SY879_.jpg"",""https://m.media-amazon.com/images/I/41ps1EdriyL._AC_SY879_.jpg"",""https://m.media-amazon.com/images/I/41QcdZrEoWL._AC_SY879_.jpg"",""https://m.media-amazon.com/images/I/41rzMBZlRnL._AC_SY879_.jpg"",""https://m.media-amazon.com/images/I/418BpiuFGXL._AC_SY879_.jpg"",""https://m.media-amazon.com/images/I/6170h5brIxL._AC_SY879_.jpg""]",2,"[{""groupType"":""IB_G1"",""offset"":""0"",""thumb"":""https://m.media-amazon.com/images/I/6170h5brIxL.SX38_SY50_CR,0,0,38,50_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg"",""durationSeconds"":122,""marketPlaceID"":""ATVPDKIKX0DER"",""isVideo"":true,""isHeroVideo"":false,""title"":""Xbox Wireless Controller - White"",""languageCode"":""en_US"",""holderId"":""holder2980e697940649618ae008a397ba4619"",""url"":""https://d2y5sgsy8bbmb8.cloudfront.net/v2/43fd8476-44d5-555d-b52d-a5b41e6256c8/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4"",""videoHeight"":""404"",""videoWidth"":""720"",""durationTimestamp"":""02:02"",""slateUrl"":""https://m.media-amazon.com/images/I/6170h5brIxL.SX522_.jpg"",""minimumAge"":0,""variant"":""MAIN"",""slateHash"":{""extension"":""jpg"",""physicalID"":null,""width"":""720"",""height"":""404""},""mediaObjectId"":""2980e697940649618ae008a397ba4619"",""thumbUrl"":""https://m.media-amazon.com/images/I/6170h5brIxL.SX38_SY50_CR,0,0,38,50_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg""},{""groupType"":""IB_G2"",""offset"":""0"",""thumb"":""https://m.media-amazon.com/images/I/91tNMa35FBL.SX38_SY50_CR,0,0,38,50_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png"",""durationSeconds"":56,""marketPlaceID"":""ATVPDKIKX0DER"",""isVideo"":true,""isHeroVideo"":false,""title"":""Xbox Wireless Controller - White "",""languageCode"":""en_US"",""holderId"":""holder07c333eb8a84461899f2b7bcd3dedaba"",""url"":""https://d2y5sgsy8bbmb8.cloudfront.net/f88d05a7-6e12-4f6c-ab60-b8edaa699ed1/default.jobtemplate.mp4.480.mp4"",""videoHeight"":""480"",""videoWidth"":""854"",""durationTimestamp"":""00:56"",""slateUrl"":""https://m.media-amazon.com/images/I/91tNMa35FBL.SX522_.png"",""minimumAge"":0,""variant"":""MAIN"",""slateHash"":{""extension"":""png"",""physicalID"":null,""width"":""1920"",""height"":""1080""},""mediaObjectId"":""07c333eb8a84461899f2b7bcd3dedaba"",""thumbUrl"":""https://m.media-amazon.com/images/I/91tNMa35FBL.SX38_SY50_CR,0,0,38,50_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png""}]","","6.89 x 2.87 x 6.97 inches","1.2 pounds","June 10, 2016","2016-06-09T17:00:00.000Z",65,1959,"Microsoft","TF5-00002","","USA Pro (Serial # Recorded & Matched)","USA Pro (Serial # Recorded & Matched)","na",,"Brand: Microsoft",false,false,"[]","[]","[]"
